Code,Name,Type,Latitude,Longitude,Sector,State,Childbirths 2012,Childbirths 2013,Childbirths 2014,Childbirths 2015,Childbirths 2016,Childbirths 2017,Childbirths 2018,Childbirths 2019,Childbirths 2020,Childbirths 2021,Childbirths total
H0453,Baralaba Hospital,Hospital,-24.184268,149.809586,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0454,Biloela Hospital,Hospital,-24.395813,150.517491,Public,Queensland,94,83,80,67,57,60,60,57,51,39,648
H0455,Blackwater Hospital,Hospital,-23.571873,148.878219,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0456,Emerald Hospital,Hospital,-23.514826,148.154989,Public,Queensland,321,328,331,325,307,287,303,319,308,295,3124
H0457,Gladstone Hospital,Hospital,-23.850654,151.248532,Public,Queensland,502,520,538,573,550,536,569,571,567,563,5489
H0458,Mount Morgan Hospital,Hospital,-23.645094,150.392639,Public,Queensland,2,2,0,0,0,0,0,0,0,0,4
H0459,Moura Hospital,Hospital,-24.575948,149.975999,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0460,Rockhampton Hospital,Hospital,-23.379525,150.494542,Public,Queensland,1371,1393,1355,1311,1279,1230,1208,1241,1297,1378,13063
H0461,Springsure Hospital,Hospital,-24.120122,148.084762,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0462,Theodore Hospital,Hospital,-24.943109,150.075277,Public,Queensland,13,11,11,8,4,0,0,0,0,0,47
H0463,Capricorn Coast Hospital,Hospital,-23.143888,150.734519,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0464,Woorabinda Hospital,Hospital,-24.131492,149.455983,Public,Queensland,0,2,2,0,0,0,0,0,0,0,4
H0466,Barcaldine Hospital,Hospital,-23.553316,145.293674,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0467,Blackall Hospital,Hospital,-24.422705,145.449349,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0470,Longreach Hospital,Hospital,-23.439033,144.260873,Public,Queensland,112,98,93,86,71,61,60,57,62,70,770
H0473,Winton Hospital,Hospital,-22.381189,143.040672,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0476,Clermont Hospital,Hospital,-22.826219,147.632174,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0477,Mackay Base Hospital,Hospital,-21.145792,149.155325,Public,Queensland,1362,1309,1311,1392,1395,1354,1374,1380,1371,1375,13623
H0478,Moranbah Hospital,Hospital,-22.002125,148.055287,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0479,Proserpine Hospital,Hospital,-20.400017,148.584976,Public,Queensland,291,280,253,251,231,214,213,225,250,256,2464
H0480,Sarina Hospital,Hospital,-21.421151,149.210268,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0481,Dysart Hospital,Hospital,-22.582729,148.353044,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0482,Ayr Hospital,Hospital,-19.564066,147.408821,Public,Queensland,139,127,116,114,98,87,85,89,90,87,1032
H0483,Bowen Hospital,Hospital,-20.007104,148.240327,Public,Queensland,7,8,9,7,8,10,5,5,9,4,72
H0484,Charters Towers Hospital,Hospital,-20.076167,146.264097,Public,Queensland,6,0,3,5,2,0,0,0,0,0,16
H0485,Collinsville Hospital,Hospital,-20.546108,147.838146,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0486,Home Hill Hospital,Hospital,-19.661764,147.416759,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0487,Ingham Hospital,Hospital,-18.652293,146.164222,Public,Queensland,3,0,0,0,23,44,41,45,55,59,270
H0488,Joyce Palmer Health Service,Hospital,-18.732733,146.578731,Public,Queensland,0,2,2,3,3,4,4,0,0,3,21
H0489,Townsville University Hospital,Hospital,-19.320683,146.762092,Public,Queensland,2455,2540,2585,2593,2546,2489,2408,2353,2390,2477,24836
H0490,Royal Brisbane & Women's Hospital,Hospital,-27.446972,153.027888,Public,Queensland,4138,4107,4153,4259,4479,4668,4631,4625,4783,4777,44620
H0491,Atherton Hospital,Hospital,-17.266635,145.483177,Public,Queensland,207,200,205,196,164,152,145,150,155,151,1725
H0492,Babinda Hospital,Hospital,-17.343079,145.918908,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0493,Bamaga Hospital,Hospital,-10.893996,142.385131,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0494,Cairns Hospital,Hospital,-16.912537,145.768522,Public,Queensland,2469,2457,2427,2338,2284,2244,2209,2233,2286,2268,23215
H0496,Cooktown Hospital,Hospital,-15.478067,145.249616,Public,Queensland,0,0,7,27,22,20,36,34,37,32,215
H0500,Gordonvale Hospital,Hospital,-17.087337,145.786159,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0501,Herberton Hospital,Hospital,-17.379371,145.38175,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0502,Innisfail Hospital,Hospital,-17.518939,146.030049,Public,Queensland,226,216,183,223,244,215,200,188,187,201,2083
H0503,Mareeba Hospital,Hospital,-16.987117,145.424468,Public,Queensland,169,196,209,206,194,201,197,166,153,149,1840
H0504,Mossman Hospital,Hospital,-16.464031,145.368025,Public,Queensland,8,4,0,0,0,3,6,3,0,0,24
H0506,Thursday Island Hospital,Hospital,-10.588,142.21156,Public,Queensland,136,123,124,129,129,127,126,125,101,94,1214
H0507,Tully Hospital,Hospital,-17.927624,145.924146,Public,Queensland,11,3,0,0,0,0,0,0,3,3,20
H0508,Weipa Hospital,Hospital,-12.623419,141.881179,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0516,Cloncurry Hospital,Hospital,-20.704166,140.527571,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0517,Hughenden Hospital,Hospital,-20.8424,144.1892,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0518,Julia Creek Hospital,Hospital,-20.656096,141.749875,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0519,Mount Isa Base Hospital,Hospital,-20.730919,139.493815,Public,Queensland,552,511,510,504,459,440,440,450,462,462,4790
H0520,Normanton Hospital,Hospital,-17.678739,141.086425,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0521,Richmond Hospital,Hospital,-20.738726,143.150471,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0522,Mornington Island Hospital,Hospital,-16.665534,139.178559,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0525,Doomadgee Hospital,Hospital,-17.942527,138.825267,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0534,Baillie Henderson Hospital,Hospital,-27.524371,151.936283,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0535,Charters Towers Rehabilitation Unit,Hospital,-20.076801,146.280459,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0536,Kirwan Rehabilitation Unit,Hospital,-19.303796,146.731627,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0537,The Park Centre For Mental Health,Hospital,-27.600413,152.910246,Public,Queensland,0,0,0,0,0,0,0,0,0,0,0
H0538,Hampstead Rehabilitation Centre,Hospital,-34.860704,138.620381,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0539,The Queen Elizabeth Hospital,Hospital,-34.884179,138.534039,Public,South Australia,0,0,0,0,0,0,11,24,24,29,88
H0540,Royal Adelaide Hospital,Hospital,-34.920973,138.587393,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0541,Lyell McEwin Hospital,Hospital,-34.747607,138.664798,Public,South Australia,3339,3418,3479,3645,3725,3688,3672,3667,3718,3749,36100
H0542,Modbury Hospital,Hospital,-34.834166,138.690505,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0543,Pregnancy Advisory Centre,Hospital,-34.87999,138.542962,Public,South Australia,0,0,0,0,0,4,15,11,0,0,30
H0544,St Margaret's Hospital,Hospital,-34.846418,138.480466,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0545,Women's and Children's Hospital,Hospital,-34.911444,138.599631,Public,South Australia,4886,4804,4734,4667,4648,4643,4624,4696,4759,4770,47231
H0546,Wudinna Hospital,Hospital,-33.050274,135.466983,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0547,Cleve District Hospital and Aged Care,Hospital,-33.697779,136.494162,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0548,Cowell District Hospital and Aged Care,Hospital,-33.685299,136.921405,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0549,Cummins and District Memorial Hospital,Hospital,-34.264155,135.73316,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0550,Elliston Hospital,Hospital,-33.647912,134.892443,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0551,Kimba District Hospital and Aged Care,Hospital,-33.143552,136.416013,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0552,Ceduna District Health Service,Hospital,-32.119099,133.672317,Public,South Australia,42,41,44,50,51,38,31,27,24,23,371
H0553,Port Lincoln Health Service,Hospital,-34.72408,135.850201,Public,South Australia,326,314,302,288,290,280,277,286,288,278,2929
H0554,Streaky Bay Hospital,Hospital,-32.792776,134.217524,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0555,Tumby Bay Hospital and Health Services,Hospital,-34.372292,136.103932,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0556,Gumeracha District Soldiers' Memorial Hospital,Hospital,-34.826269,138.881575,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0557,Kangaroo Island Health Service,Hospital,-35.652693,137.641289,Public,South Australia,40,34,36,40,33,35,36,29,30,33,346
H0558,Karoonda and District Soldiers' Memorial Hospital,Hospital,-35.094226,139.889429,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0559,Lameroo District Health Service,Hospital,-35.328203,140.514643,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0560,Tailem Bend District Hospital,Hospital,-35.254803,139.452692,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0561,Mannum District Hospital,Hospital,-34.916481,139.308614,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0562,Meningie and Districts Memorial Hospital and Health Services,Hospital,-35.693212,139.335565,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0563,Mount Barker District Soldiers' Memorial Hospital,Hospital,-35.081813,138.870277,Public,South Australia,363,385,423,454,481,484,488,509,541,572,4700
H0564,Mount Pleasant District Hospital,Hospital,-34.773855,139.054212,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0565,Murray Bridge Soldiers' Memorial Hospital,Hospital,-35.128911,139.280462,Public,South Australia,222,228,225,232,214,219,232,206,218,214,2210
H0566,Pinnaroo Soldiers' Memorial Hospital,Hospital,-35.257499,140.902447,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0567,South Coast District Hospital,Hospital,-35.561171,138.606447,Public,South Australia,123,103,92,100,103,101,104,100,112,129,1067
H0568,Strathalbyn and District Health Service,Hospital,-35.257674,138.893558,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0569,Booleroo Centre District Hospital and Health Services,Hospital,-32.877911,138.350958,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0570,Crystal Brook and District Hospital,Hospital,-33.354297,138.213243,Public,South Australia,44,34,38,35,35,50,54,48,48,43,429
H0571,Jamestown Hospital and Health Service,Hospital,-33.212265,138.616249,Public,South Australia,46,47,44,46,47,35,29,27,26,29,376
H0572,Laura and District Hospital,Hospital,-33.174925,138.298687,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0573,Orroroo and District Health Service,Hospital,-32.738519,138.607206,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0574,Peterborough Soldiers' Memorial Hospital,Hospital,-32.980786,138.830344,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0575,Port Broughton and District Hospital and Health Service,Hospital,-33.601287,137.934379,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0576,Port Pirie Regional Health Service,Hospital,-33.177339,138.005533,Public,South Australia,165,158,150,145,135,123,128,133,128,126,1391
H0577,McLaren Vale & Districts War Memorial Hospital Inc,Hospital,-35.221405,138.544962,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0578,Coober Pedy Hospital and Health Service,Hospital,-29.004893,134.762066,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0579,Hawker Memorial Hospital,Hospital,-31.893389,138.427841,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0580,Leigh Creek Health Service,Hospital,-30.593186,138.399925,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0583,Port Augusta Hospital and Regional Health Services,Hospital,-32.509417,137.776279,Public,South Australia,302,314,319,322,317,298,307,296,265,245,2985
H0584,Quorn Health Service,Hospital,-32.350917,138.038138,Public,South Australia,6,2,0,0,0,0,0,0,0,0,8
H0585,Roxby Downs Health Service,Hospital,-30.562778,136.894261,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0587,Whyalla Hospital and Health Services,Hospital,-33.033977,137.577559,Public,South Australia,274,249,230,196,173,168,161,164,169,162,1946
H0588,Barmera Health Service,Hospital,-34.249146,140.471706,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0589,Riverland General Hospital,Hospital,-34.276054,140.600984,Public,South Australia,172,161,169,166,159,150,143,136,133,151,1540
H0590,Loxton Hospital Complex,Hospital,-34.454695,140.564296,Public,South Australia,78,96,93,84,83,71,81,83,82,97,848
H0591,Renmark Paringa District Hospital,Hospital,-34.164836,140.745205,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0592,Waikerie Health Service,Hospital,-34.182447,139.984917,Public,South Australia,45,51,50,41,29,29,31,26,20,9,331
H0593,Bordertown Memorial Hospital,Hospital,-36.312133,140.766438,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0594,Kingston Soldiers' Memorial Hospital,Hospital,-36.835501,139.848763,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0595,Millicent and District Hospital and Health Service,Hospital,-37.598354,140.358924,Public,South Australia,37,16,0,0,0,0,0,0,0,0,53
H0596,Mount Gambier and Districts Health Service,Hospital,-37.805003,140.786662,Public,South Australia,550,558,571,549,516,504,513,499,487,493,5240
H0597,Naracoorte Health Service,Hospital,-36.966849,140.743693,Public,South Australia,157,158,149,137,128,137,151,152,148,147,1464
H0598,Penola War Memorial Hospital,Hospital,-37.382873,140.836465,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0600,Flinders Medical Centre,Hospital,-35.022229,138.569439,Public,South Australia,3151,3374,3449,3534,3523,3437,3421,3359,3394,3534,34176
H0602,Noarlunga Hospital,Hospital,-35.139879,138.500218,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0603,Gawler Health Service,Hospital,-34.593743,138.755044,Public,South Australia,536,563,541,495,509,504,481,464,459,482,5034
H0604,Angaston District Hospital,Hospital,-34.503549,139.054715,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0605,Balaklava Soldiers' Memorial District Hospital,Hospital,-34.139594,138.419596,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0606,Burra Hospital,Hospital,-33.685486,138.934577,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0607,Clare Hospital,Hospital,-33.829588,138.614416,Public,South Australia,105,91,80,80,82,85,76,70,78,81,828
H0608,Eudunda Hospital,Hospital,-34.175482,139.090586,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0609,Kapunda Hospital,Hospital,-34.330289,138.921679,Public,South Australia,49,47,37,44,51,50,59,72,63,52,524
H0610,Central Yorke Peninsula Hospital (Maitland),Hospital,-34.370494,137.673947,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0611,Riverton District Soldiers' Memorial Hospital,Hospital,-34.160353,138.742657,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0612,Snowtown Hospital and Health Service,Hospital,-33.786936,138.212768,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0613,Southern Yorke Peninsula Health Service (Yorketown),Hospital,-35.020989,137.604939,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0614,Tanunda War Memorial Hospital,Hospital,-34.528082,138.960859,Public,South Australia,127,116,104,87,77,59,21,0,0,0,591
H0615,Northern Yorke Peninsula Health Service (Wallaroo),Hospital,-33.927738,137.636783,Public,South Australia,125,130,112,114,119,113,104,91,99,109,1116
H0618,Glenside Health Services,Hospital,-34.943429,138.627714,Public,South Australia,0,0,0,0,0,0,0,0,0,0,0
H0620,King Edward Memorial Hospital,Hospital,-31.950093,115.818576,Public,Western Australia,5745,5724,5722,5592,5574,5648,5586,5663,6035,5846,57135
H0621,Sir Charles Gairdner Hospital,Hospital,-31.968291,115.815467,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0623,Selby Authorised Lodge,Hospital,-31.958204,115.80199,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0624,Osborne Park Hospital,Hospital,-31.885976,115.804717,Public,Western Australia,1663,1550,1531,1484,1455,1424,1381,1345,1393,1512,14738
H0626,Kalamunda Hospital,Hospital,-31.966471,116.060267,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0627,"Next Step Drug And Alcohol Services, East Perth",Hospital,-31.953405,115.869171,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0628,Joondalup Health Campus (Public),Hospital,-31.738788,115.771737,Public,Western Australia,2167,2337,2427,2777,2823,2638,2607,2558,2531,2608,25473
H0632,Royal Perth Hospital Wellington Street Campus,Hospital,-31.954242,115.8663,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0633,Fremantle Hospital and Health Service,Hospital,-32.058263,115.751448,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0635,Armadale-Kelmscott Memorial Hospital,Hospital,-32.133212,116.020023,Public,Western Australia,2145,2320,2443,2470,2364,2197,2137,2151,2269,2408,22904
H0636,Bentley Health Service,Hospital,-32.005332,115.927922,Public,Western Australia,826,921,1027,1033,944,850,759,727,359,0,7446
H0637,Rockingham General Hospital,Hospital,-32.291359,115.770899,Public,Western Australia,1539,1738,1793,1796,1766,1730,1714,1706,1679,1571,17032
H0638,Murray District Hospital,Hospital,-32.639709,115.871589,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0639,Peel Health Campus,Hospital,-32.532573,115.763504,Public,Western Australia,775,765,769,792,808,815,798,733,761,786,7802
H0642,Fitzroy Crossing Hospital,Hospital,-18.191439,125.562765,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0643,Halls Creek Hospital,Hospital,-18.226008,127.666046,Public,Western Australia,3,6,3,0,0,0,0,0,0,0,12
H0644,Broome Hospital,Hospital,-17.960975,122.236289,Public,Western Australia,327,346,338,351,351,338,327,325,337,323,3363
H0645,Derby Hospital,Hospital,-17.306339,123.633399,Public,Western Australia,140,135,121,119,112,101,95,84,86,93,1086
H0646,Wyndham Hospital,Hospital,-15.477793,128.127772,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0647,Kununurra Hospital,Hospital,-15.775404,128.734229,Public,Western Australia,129,141,139,148,141,131,128,119,120,116,1312
H0648,Hedland Health Campus,Hospital,-20.413541,118.598178,Public,Western Australia,338,333,344,353,362,363,355,353,345,329,3475
H0649,Onslow Hospital,Hospital,-21.643238,115.115389,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0650,Roebourne Hospital,Hospital,-20.776317,117.143955,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0651,Tom Price Hospital,Hospital,-22.695367,117.790271,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0652,Newman Hospital,Hospital,-23.354824,119.736503,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0653,Paraburdoo Hospital,Hospital,-23.203031,117.670633,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0655,Carnarvon Hospital,Hospital,-24.886592,113.658993,Public,Western Australia,83,70,62,62,54,52,55,54,56,43,591
H0656,Exmouth Hospital,Hospital,-21.928276,114.119882,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0657,Geraldton Hospital,Hospital,-28.782808,114.610844,Public,Western Australia,459,474,459,462,459,426,405,358,160,203,3865
H0658,Meekatharra Hospital,Hospital,-26.591366,118.491861,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0659,Morawa Health Service,Hospital,-29.212897,116.002986,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0660,Mullewa Health Service,Hospital,-28.535991,115.510017,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0661,Northampton Kalbarri Health Service,Hospital,-28.351194,114.635119,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0662,North Midlands Health Service,Hospital,-29.534221,115.759184,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0663,Kalbarri Health Centre,Hospital,-27.712843,114.161574,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0664,Dongara Eneabba Mingenew Health Service,Hospital,-29.265173,114.934179,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0665,Lake Grace Hospital,Hospital,-33.102524,118.452658,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0666,Merredin Hospital,Hospital,-31.485204,118.276491,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0667,Narrogin Hospital,Hospital,-32.937341,117.168459,Public,Western Australia,129,150,153,130,120,102,88,101,109,98,1180
H0668,Northam Hospital,Hospital,-31.649582,116.657681,Public,Western Australia,70,61,42,19,0,6,13,23,35,42,311
H0669,Wagin Hospital,Hospital,-33.304662,117.347319,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0670,York Hospital,Hospital,-31.894392,116.757416,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0671,Beverley Hospital,Hospital,-32.102825,116.922962,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0672,Boddington Hospital,Hospital,-32.803715,116.475774,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0673,Bruce Rock Memorial Hospital,Hospital,-31.873038,118.146414,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0674,Corrigin Hospital,Hospital,-32.324419,117.878816,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0676,Dalwallinu Hospital,Hospital,-30.277229,116.656544,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0677,Dumbleyung Memorial Hospital,Hospital,-33.310409,117.740499,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0678,Kellerberrin Memorial Hospital,Hospital,-31.628902,117.716531,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0679,Goomalling Hospital,Hospital,-31.303928,116.831102,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0680,Kondinin Hospital,Hospital,-32.488949,118.265439,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0681,Kununoppin Health Service,Hospital,-31.109682,117.922889,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0682,Moora Hospital,Hospital,-30.639557,116.001119,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0683,Narembeen Memorial Hospital,Hospital,-32.061618,118.391289,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0684,Pingelly Health Centre,Hospital,-32.533042,117.089789,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0685,Southern Cross Hospital,Hospital,-31.230709,119.337829,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0686,Wongan Hills Hospital,Hospital,-30.894159,116.724843,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0687,Wyalkatchem-Koorda and Districts Hospital,Hospital,-31.176246,117.386212,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0688,Quairading Hospital,Hospital,-32.014481,117.402627,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0689,Esperance Hospital,Hospital,-33.856188,121.892205,Public,Western Australia,178,177,168,147,147,151,140,134,126,134,1502
H0690,Kalgoorlie Health Campus,Hospital,-30.740839,121.470122,Public,Western Australia,678,677,693,688,644,617,577,542,508,502,6126
H0691,Laverton Hospital,Hospital,-28.626817,122.399861,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0692,Leonora Hospital,Hospital,-28.894319,121.337492,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0693,Norseman Hospital,Hospital,-32.198566,121.767663,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0694,Albany Hospital,Hospital,-35.003407,117.904468,Public,Western Australia,528,582,562,553,552,550,544,515,526,520,5432
H0695,Denmark Hospital and Health Service,Hospital,-34.957977,117.353489,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0696,Katanning Hospital,Hospital,-33.683032,117.563409,Public,Western Australia,41,3,3,0,0,0,0,0,0,0,47
H0697,Gnowangerup Hospital,Hospital,-33.930469,118.002927,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0698,Plantagenet Hospital,Hospital,-34.626092,117.654561,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0699,Ravensthorpe Health Centre,Hospital,-33.584918,120.045461,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0700,Kojonup Hospital,Hospital,-33.829481,117.152903,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0701,Augusta Hospital,Hospital,-34.305814,115.157983,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0702,Bunbury Hospital,Hospital,-33.366986,115.648183,Public,Western Australia,932,982,1004,1028,1056,1022,1019,1024,1042,1092,10201
H0703,Busselton Health Campus,Hospital,-33.654351,115.319581,Public,Western Australia,267,276,282,311,318,289,304,310,310,335,3002
H0704,Collie Hospital,Hospital,-33.351403,116.162223,Public,Western Australia,76,65,68,70,55,45,35,20,12,10,456
H0705,Margaret River Hospital,Hospital,-33.952162,115.071229,Public,Western Australia,82,83,78,70,59,60,59,38,28,29,586
H0706,Donnybrook Hospital,Hospital,-33.576942,115.816547,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0707,Harvey Hospital,Hospital,-33.077554,115.896749,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0708,Nannup Hospital,Hospital,-33.982797,115.76723,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0709,Pemberton Hospital,Hospital,-34.444875,116.031954,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0710,Boyup Brook Soldiers Memorial Hospital,Hospital,-33.839231,116.390639,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0711,Warren Hospital,Hospital,-34.240969,116.154112,Public,Western Australia,23,18,16,14,14,17,18,14,13,16,163
H0712,Bridgetown Hospital,Hospital,-33.951681,116.132183,Public,Western Australia,46,46,41,37,31,24,25,25,31,35,341
H0713,Graylands Selby-Lemnos and Special Care Health Service,Hospital,-31.961447,115.790855,Public,Western Australia,0,0,0,0,0,0,0,0,0,0,0
H0714,Royal Hobart Hospital,Hospital,-42.880028,147.330136,Public,Tasmania,1885,1918,1907,1918,1902,1858,1895,1940,1969,2012,19204
H0721,Launceston General Hospital,Hospital,-41.446634,147.142059,Public,Tasmania,1534,1516,1505,1526,1557,1547,1560,1579,1586,1592,15502
H0731,North West Regional Hospital,Hospital,-41.048385,145.880842,Public,Tasmania,0,110,413,646,758,873,889,825,852,925,6291
H0735,Mersey Community Hospital,Hospital,-41.229052,146.422445,Public,Tasmania,404,391,368,365,258,69,0,0,0,0,1855
